Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,Vote
1292,7,2,0,1,2,1,8,57,4,10,0,6,1,1,1,1,0,1,1,4,2,1
1298,6,1,0,1,4,1,3,50,1,13,10,1,2,2,1,1,0,1,1,2,16,1
1305,5,2,2,1,5,1,4,46,1,14,14,1,4,1,1,1,0,1,1,2,28,2
1306,2,4,0,1,99,1,2,55,4,9,0,1,1,1,2,4,1,1,1,2,11,2
1319,2,1,0,1,6,1,5,58,3,12,0,6,0,0,1,1,0,1,1,1,5,2
1326,3,2,1,1,4,2,1,53,4,10,0,1,2,1,1,1,0,1,1,1,16,1
1338,7,0,4,1,4,2,8,20,6,10,0,1,3,1,1,1,0,1,1,1,5,2
1349,1,1,0,1,7,1,2,64,4,13,0,5,3,1,1,1,0,1,1,2,8,2
1352,4,1,0,1,4,1,1,49,5,12,0,1,2,1,1,1,0,1,1,1,20,2
1355,7,3,2,1,4,1,4,68,1,14,13,5,3,1,1,1,0,1,1,2,23,2
1359,2,4,4,1,99,1,5,31,2,10,6,1,2,1,1,1,0,1,1,1,9,2
1364,3,3,4,1,99,1,1,57,6,10,14,1,0,6,1,1,0,1,1,2,21,2
1369,3,1,1,1,6,1,2,73,1,12,10,5,3,1,1,1,0,1,0,2,15,2
1371,5,1,1,1,2,1,1,90,3,14,0,5,3,1,1,1,0,1,2,2,21,1
1375,7,1,2,1,6,1,4,81,1,12,9,5,0,1,2,1,0,1,2,3,9,2
1376,5,1,4,2,6,2,1,61,4,10,0,5,1,1,1,1,0,1,2,2,7,2
1380,4,1,4,1,99,2,8,0,1,10,10,5,1,1,1,1,0,1,1,2,0,1
1385,2,2,0,1,6,1,1,86,1,10,9,5,3,1,1,1,0,1,0,3,23,2
1391,4,3,0,1,6,1,3,49,1,10,9,1,2,6,1,1,0,2,1,1,7,2
1394,6,1,1,1,2,1,4,65,6,10,0,1,2,1,1,1,0,2,0,1,11,1
1395,2,2,0,1,99,1,2,44,4,10,0,6,0,1,1,1,0,1,1,2,6,2
1402,5,3,2,1,4,1,1,74,1,12,13,5,0,1,1,1,0,1,1,3,13,1
1403,2,3,0,1,99,2,5,72,3,9,0,5,0,1,1,1,0,1,2,3,11,2
1404,4,4,0,1,6,1,2,47,1,9,12,1,0,1,1,1,0,1,1,2,20,2
1406,5,2,0,1,5,2,8,49,1,14,14,1,4,1,3,4,4,1,1,3,26,2
1407,5,3,2,1,5,1,2,49,1,11,11,1,0,1,1,1,0,1,1,2,13,2
1410,3,2,1,1,2,2,8,75,4,12,0,5,3,1,1,1,0,1,2,1,5,1
1412,3,1,4,1,4,2,2,67,1,16,10,5,1,1,1,1,0,1,1,3,11,2
1418,1,4,2,1,4,1,5,29,4,10,0,1,2,1,1,1,0,1,1,1,5,2
1422,1,3,2,1,5,2,1,38,1,13,15,1,4,1,1,1,0,1,1,2,28,1
1424,4,2,4,1,5,2,4,0,6,12,0,1,2,1,1,1,0,1,1,2,1,1
1425,6,3,2,1,4,1,5,64,4,11,0,1,2,6,1,1,0,1,1,4,13,2
1427,3,1,2,1,7,1,2,75,1,10,11,5,0,1,1,1,0,1,2,3,14,2
1428,7,1,0,1,7,1,2,75,1,10,10,1,3,1,1,1,0,1,1,3,19,2
1429,2,2,2,1,5,2,8,79,1,13,8,5,2,1,1,1,0,1,0,3,24,2
1437,5,2,0,1,6,1,1,82,3,8,0,5,0,1,1,1,0,1,1,3,13,2
1447,4,2,2,1,6,2,4,75,1,9,8,5,3,1,2,4,1,1,0,2,25,2
1463,4,2,1,1,99,1,4,54,4,13,11,1,0,5,1,1,0,1,1,2,17,1
1464,6,3,1,2,4,1,5,66,4,9,0,5,0,1,1,1,0,1,2,1,2,2
1479,1,2,0,1,1,2,8,27,6,14,14,1,0,1,1,1,0,1,1,1,21,1
1490,6,1,1,1,5,1,7,34,1,16,13,1,4,1,3,1,0,1,1,2,28,1
1507,2,3,0,1,99,1,5,41,1,9,9,1,2,1,1,1,0,2,1,2,11,2
1515,2,3,0,1,4,1,2,58,4,9,0,1,3,5,1,1,0,1,1,3,17,2
1517,1,2,0,1,6,1,2,90,1,15,9,5,0,1,1,1,0,1,0,1,20,2
1520,7,2,2,1,5,1,1,26,6,16,0,8,2,1,1,1,0,1,1,1,1,2
1527,6,1,2,1,7,1,5,58,6,14,0,1,0,1,1,1,0,1,1,2,19,2
1534,3,1,2,1,6,2,1,35,6,13,0,1,3,1,2,1,0,1,1,2,17,2
1544,6,2,4,1,4,1,4,64,1,12,9,1,2,1,1,1,0,2,1,3,0,2
1553,3,2,2,1,6,1,2,88,3,9,0,1,0,1,1,1,0,1,2,3,9,2
1558,3,2,0,1,4,1,5,65,1,15,12,5,3,1,2,1,0,1,1,3,24,2
1560,6,1,0,1,6,2,8,68,4,10,0,5,3,1,3,4,4,1,1,2,13,2
1563,3,3,1,1,4,2,4,56,3,10,0,5,0,1,1,1,0,1,1,2,22,1
1565,7,2,2,1,5,1,2,52,1,14,13,1,3,6,1,1,0,1,1,2,7,2
1567,4,1,2,1,6,1,4,67,1,14,14,1,0,1,1,1,0,1,1,3,25,2
1580,5,5,0,1,99,1,5,61,1,9,13,1,3,1,1,1,0,1,1,2,25,2
1584,6,2,0,1,6,1,1,71,1,13,15,7,3,1,2,1,0,1,2,3,24,2
1588,2,3,2,1,6,1,4,21,6,10,12,1,3,1,1,1,0,1,1,1,15,2
1590,7,3,1,2,3,1,6,61,3,12,0,4,0,1,1,1,0,1,2,4,8,1
1592,1,4,0,1,5,1,1,71,1,9,10,5,0,1,1,1,0,1,1,2,17,2
1598,7,2,0,1,4,1,1,79,1,14,13,5,0,1,1,1,0,1,2,3,20,1
1599,7,1,0,1,3,2,8,43,4,10,10,4,1,1,1,1,0,1,1,1,3,1
1608,1,3,0,1,6,1,2,40,1,10,12,1,2,1,1,1,0,1,1,1,14,2
1615,3,2,4,1,3,1,4,35,4,13,0,1,3,1,1,1,0,1,1,1,14,1
1625,3,1,1,1,4,1,1,52,4,9,9,6,1,1,1,1,0,1,0,2,6,2
1635,1,2,0,1,4,1,2,72,3,10,0,5,0,1,1,1,0,1,2,3,9,2
1638,5,3,2,1,6,1,5,57,1,9,9,1,2,1,1,1,0,1,1,3,21,2
1649,6,1,0,1,7,1,5,59,4,9,0,1,2,6,2,1,0,1,1,2,12,2
1654,7,1,0,1,4,1,7,63,1,9,10,1,0,1,1,1,0,1,2,2,17,2
1656,6,1,0,1,6,1,2,67,1,95,12,5,0,1,2,1,0,1,1,2,17,2
1657,6,1,1,1,2,1,1,76,3,13,0,5,3,2,1,1,0,2,1,3,12,1
1660,5,2,2,1,6,1,5,65,3,10,0,5,3,1,1,0,0,1,1,3,3,2
1662,1,2,0,1,99,1,5,34,1,9,11,1,0,1,1,1,0,1,1,2,20,2
1663,5,2,0,1,99,1,2,51,6,10,0,1,1,1,1,1,0,1,1,1,14,2
1665,2,2,1,1,6,1,2,71,1,10,13,5,0,1,1,1,0,1,1,2,25,2
1668,4,2,4,1,5,1,4,35,1,13,13,1,3,1,1,1,0,1,1,2,26,2
1669,5,2,2,1,7,1,2,44,1,9,9,1,0,1,1,1,0,1,1,2,14,2
1670,4,1,0,1,7,1,2,70,1,11,11,6,2,6,1,1,0,1,2,4,9,2
1674,2,1,0,1,7,1,2,41,1,10,10,1,0,1,1,1,0,1,1,2,21,2
1678,3,1,0,1,7,1,2,66,4,95,0,5,0,2,1,1,0,1,2,3,1,1
1682,1,1,2,1,4,1,4,68,1,10,10,5,3,1,1,1,0,2,1,3,15,1
1702,7,3,4,1,4,2,5,50,1,9,11,1,0,1,2,1,0,1,1,2,22,2
1703,6,4,1,1,4,1,2,25,6,10,13,1,0,1,1,1,0,1,1,1,11,2
1705,1,2,0,1,4,1,5,50,1,9,9,1,0,2,3,4,3,1,1,1,9,1
1721,4,2,2,1,6,1,5,71,1,10,9,5,3,1,3,1,0,1,1,3,13,2
1726,7,1,0,1,6,1,4,79,1,10,10,5,3,1,1,1,0,1,2,3,11,2
1728,6,1,1,1,6,0,5,70,1,10,14,7,3,1,1,1,0,1,1,3,0,2
1729,2,2,2,1,7,1,2,59,3,11,0,5,3,1,1,1,0,1,1,2,26,2
1731,7,4,0,1,99,1,5,42,4,12,0,1,2,1,1,1,0,1,1,4,12,2
1736,7,3,2,1,7,1,5,58,4,5,0,1,0,1,1,1,0,1,1,2,21,2
1741,3,4,0,1,1,2,8,22,6,9,0,1,2,1,1,1,0,1,1,4,23,1
1745,7,2,0,1,4,1,1,60,1,13,13,1,3,1,1,1,0,1,1,2,27,2
1749,4,3,0,2,99,1,4,38,1,9,6,7,2,5,3,1,0,1,1,2,21,1
1750,1,3,0,2,7,1,5,62,1,10,7,1,2,1,1,1,0,2,1,2,9,2
1755,4,3,2,1,6,1,7,42,1,12,12,1,2,1,1,1,0,1,1,2,21,2
1762,3,3,0,1,99,1,1,49,1,9,15,1,3,1,1,1,0,1,1,2,22,2
1766,4,4,0,1,99,1,4,55,4,10,0,1,3,1,1,1,0,1,1,4,16,1
1773,4,1,2,1,4,1,4,49,1,13,11,1,0,1,1,1,0,1,1,2,21,2
1775,6,4,1,1,99,1,2,31,1,11,11,1,0,1,1,1,0,1,1,3,18,2
1780,2,2,1,1,4,2,7,31,4,10,9,1,0,1,1,1,0,1,1,1,14,1
1784,2,1,1,1,99,1,5,73,1,11,9,1,3,1,1,1,0,1,2,2,1,1
1790,1,3,1,1,2,1,4,57,1,10,13,1,3,1,1,1,0,1,1,2,27,1
1801,2,1,1,1,2,1,4,80,1,12,14,5,0,1,1,1,0,1,2,3,20,1
1803,3,4,1,1,4,2,8,46,5,13,0,1,0,1,2,1,0,1,1,1,23,1
1824,2,2,0,1,6,1,4,65,1,13,8,5,3,1,1,1,0,1,1,2,17,2
1825,1,2,1,1,99,2,4,20,6,10,0,1,2,1,1,1,0,2,1,2,28,1
1829,5,2,2,1,99,1,4,59,1,13,9,1,0,1,1,1,0,1,1,3,22,2
1832,6,1,2,1,6,2,4,59,1,10,11,1,3,1,1,1,0,1,1,2,21,2
1834,7,3,1,1,99,1,4,34,1,12,14,1,3,1,1,1,0,1,1,2,21,2
1840,1,2,1,2,4,1,4,47,4,12,13,4,0,1,1,1,0,2,0,4,1,2
1850,6,1,0,1,7,1,2,70,1,9,9,5,0,1,1,1,0,1,1,3,26,2
1861,7,2,0,1,5,1,1,67,4,9,0,1,2,1,2,1,0,1,1,1,14,2
1862,1,3,2,1,5,1,4,50,1,9,11,1,3,1,1,1,0,1,1,2,21,2
1867,4,4,0,1,6,1,2,56,4,6,10,1,0,1,1,1,0,1,2,2,12,2
1869,6,3,1,1,99,1,4,38,1,9,13,1,0,1,1,1,0,2,1,2,17,2
1870,1,1,0,1,99,1,5,67,1,12,9,1,3,1,1,1,0,1,2,1,14,2
1872,6,3,1,1,2,2,8,46,6,15,13,1,0,1,3,1,0,1,1,2,25,1
1883,1,4,0,1,4,1,2,29,1,10,12,7,2,1,1,1,0,1,1,2,17,2
1887,5,4,0,2,99,1,2,42,4,10,0,1,2,1,1,1,0,1,1,4,8,2
1889,5,1,4,1,6,1,5,69,1,10,10,5,3,1,1,1,0,1,1,2,22,2
1890,5,0,0,1,6,1,4,35,1,13,14,7,3,1,1,1,0,1,0,1,24,2
1899,2,2,0,1,4,1,1,56,1,13,10,1,3,1,1,1,0,1,1,2,24,2
1900,3,2,2,1,6,2,1,69,1,12,9,5,0,1,1,1,0,1,2,1,7,2
1906,1,1,1,2,1,2,4,19,6,10,0,1,3,5,3,1,0,1,1,4,13,1
1907,7,3,2,2,5,2,8,29,6,12,11,1,2,1,1,1,0,1,1,2,16,2
1921,5,1,0,2,2,1,4,56,4,10,10,4,2,1,1,4,1,1,1,4,11,1
1922,6,2,1,1,5,1,6,76,1,9,14,7,3,1,3,1,0,1,0,2,24,2
1924,2,1,2,1,6,1,1,73,1,13,10,5,3,1,1,1,0,1,0,3,12,2
1925,6,1,1,1,3,2,8,61,4,13,0,1,0,1,1,1,0,1,2,2,14,1
1926,3,1,1,1,2,1,6,78,1,16,14,5,0,1,3,1,0,1,1,3,1,1
1932,4,1,2,1,6,1,2,68,1,12,11,1,0,1,1,1,0,1,1,2,23,2
1937,2,3,0,1,3,2,1,25,6,14,0,1,1,6,1,1,0,2,1,1,5,1
1949,5,4,1,1,4,2,8,46,4,13,0,1,0,1,1,1,0,1,1,2,16,2
1961,1,2,0,1,4,1,1,57,4,13,0,1,0,1,2,1,0,1,1,4,27,1
1964,2,1,2,1,6,1,2,41,1,13,13,1,2,1,1,1,0,1,1,2,0,2
1971,2,2,0,1,5,2,8,38,4,14,0,6,1,6,3,4,0,1,1,2,7,1
1973,4,2,1,1,5,2,8,64,1,10,13,1,0,1,1,3,0,1,0,2,26,1
1974,1,2,1,2,4,1,7,52,4,10,0,7,0,1,1,1,0,1,1,2,15,2
1979,7,4,2,1,99,1,1,90,3,9,0,5,0,1,1,1,0,1,2,4,1,2
1985,7,3,4,1,3,1,1,31,1,10,11,7,2,1,1,1,0,1,1,2,13,1
1986,6,3,4,1,6,1,1,30,1,11,10,1,1,5,1,2,0,1,1,1,12,1
1988,4,3,1,1,4,1,2,46,4,11,0,1,0,1,1,1,0,1,1,2,17,2
1989,4,3,2,1,4,1,4,30,1,14,14,1,0,1,1,1,0,1,1,2,22,1
1990,4,4,2,1,99,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2
1992,7,1,0,1,6,1,1,74,1,13,13,1,3,1,1,1,0,1,1,3,27,2
1999,3,1,0,1,7,1,5,58,1,9,9,1,3,1,1,1,0,1,1,2,22,2
2006,5,3,0,1,5,1,2,35,1,5,9,1,0,6,1,1,0,1,1,2,19,2
2007,3,4,1,1,2,2,8,33,6,9,9,1,0,5,3,4,4,1,1,2,27,1
2009,4,1,0,1,7,1,2,33,1,13,13,1,2,6,1,1,0,1,1,2,20,2
2011,4,2,2,1,6,1,1,59,1,13,13,1,3,1,1,1,0,1,1,3,25,2
2013,6,2,0,1,6,1,4,40,1,14,13,1,0,1,1,1,0,1,1,1,24,2
2016,3,2,4,1,5,2,5,29,1,13,10,8,2,1,1,1,0,1,1,2,17,2
2028,1,1,0,1,7,1,2,63,1,12,12,1,0,1,1,1,0,1,1,3,21,2
2029,1,1,1,2,2,1,5,30,1,10,10,1,0,1,1,1,0,1,1,1,24,1
2033,6,1,2,2,6,1,4,59,6,11,0,1,2,1,1,1,0,1,1,2,14,2
2045,2,3,2,2,6,2,8,19,6,9,0,1,2,1,1,1,0,1,1,4,21,2
2051,2,1,2,1,7,1,2,52,1,10,11,1,3,1,1,1,0,1,1,3,21,2
2059,1,2,0,1,5,1,4,46,1,13,13,1,0,1,1,1,0,1,1,2,21,2
2067,7,3,0,1,7,1,5,43,1,12,16,1,3,5,2,1,0,1,1,2,1,2
2079,7,4,0,1,4,1,2,37,4,9,9,1,0,1,1,1,0,1,1,1,11,1
2082,3,3,2,1,5,1,1,53,4,10,0,1,1,1,1,1,0,1,1,1,8,2
2097,1,2,4,1,5,1,5,37,1,12,11,1,2,1,1,1,0,1,1,2,21,2
2111,4,2,0,1,4,2,4,68,1,8,8,5,0,1,1,1,0,1,1,3,1,2
2112,6,3,4,1,7,1,1,28,1,13,14,1,2,1,1,1,0,1,1,1,22,2
2119,3,1,4,1,6,2,8,66,1,14,13,5,0,1,1,1,0,1,1,3,11,2
2133,1,3,0,1,6,1,2,70,1,13,13,5,3,2,1,1,0,1,0,2,19,2
2139,6,3,2,1,3,2,6,23,6,8,8,1,0,5,1,1,0,1,0,2,1,2
2140,5,4,4,1,3,2,4,19,6,10,0,8,2,5,3,4,3,1,1,4,7,1
2144,4,1,2,1,7,1,1,71,1,9,9,5,2,1,1,1,0,1,0,3,0,2
2159,4,1,0,1,7,1,4,64,1,10,10,5,3,1,1,1,0,1,1,2,24,2
2162,4,3,2,1,6,1,5,55,1,11,12,7,2,1,1,1,0,1,2,3,12,2
2164,4,1,2,1,5,1,4,85,3,9,0,5,0,1,3,1,0,1,2,4,12,2
2171,4,3,2,1,6,1,4,90,3,4,0,5,3,1,1,1,0,2,0,1,5,2
2172,2,4,0,1,6,1,2,66,1,9,13,5,2,1,1,1,0,1,2,3,23,2
2175,7,2,4,1,4,1,2,82,1,10,10,5,3,1,1,1,0,1,2,3,11,2
2182,1,2,0,2,4,1,2,56,1,10,10,4,1,6,1,1,0,1,2,2,9,1
2188,1,3,0,1,5,1,2,57,4,9,0,1,3,1,1,1,0,1,1,2,18,2
2190,7,1,2,1,6,1,1,78,1,10,10,5,3,1,2,1,0,1,0,2,8,2
2193,1,3,0,1,99,1,4,67,1,9,9,1,0,1,1,1,0,1,1,3,19,2
2194,7,1,2,1,6,1,7,80,1,14,14,1,3,1,1,1,0,1,1,2,26,2
2196,4,3,0,1,6,1,5,32,1,13,13,1,0,1,1,1,0,1,1,2,21,2
2200,2,3,0,1,6,2,2,0,1,9,9,5,3,1,1,1,0,1,1,3,0,2
2213,2,2,5,1,4,1,5,41,1,11,9,1,0,2,1,1,0,1,1,2,15,1
2214,2,3,4,1,3,2,4,37,1,13,9,1,0,1,1,1,0,1,1,1,22,2
2217,1,2,2,1,5,2,8,29,1,13,10,1,3,1,1,1,0,1,1,2,23,2
2222,7,2,0,1,5,2,7,60,4,15,0,5,3,1,1,1,0,1,1,2,22,2
2239,5,1,2,1,4,1,1,32,1,10,10,1,2,1,1,1,0,1,1,2,24,2
2246,1,1,4,1,2,1,4,43,6,13,13,1,3,1,1,1,0,1,1,1,26,1
2248,7,4,4,1,5,1,1,53,4,9,0,1,0,1,1,1,0,1,1,2,17,2
2260,4,3,2,1,7,1,2,62,6,9,0,1,0,1,1,1,0,2,0,3,5,2
2261,7,3,4,1,4,2,1,76,1,10,9,4,2,1,1,1,0,1,2,2,17,2
2265,3,3,2,1,6,1,7,71,1,13,13,5,0,1,1,1,0,1,0,3,0,2
2273,3,1,4,1,7,1,5,70,1,10,10,5,0,1,1,1,0,1,1,2,3,2
2281,3,1,2,1,5,2,8,58,4,12,0,1,3,1,2,1,0,1,2,1,15,2
2282,4,1,2,1,4,2,1,77,4,13,0,5,3,5,1,1,0,1,1,2,24,1
2284,3,2,2,1,6,1,1,83,3,14,0,5,3,1,1,1,0,1,1,3,13,2
2293,4,3,4,1,3,2,4,28,1,14,13,1,3,1,1,1,0,1,1,2,24,1
2294,2,5,0,1,99,2,4,45,1,9,10,1,0,1,1,1,0,2,1,3,15,2
2305,1,0,1,2,5,1,2,30,6,4,0,8,0,6,3,4,0,0,1,0,5,1
2306,5,4,0,1,99,1,4,67,3,9,0,1,2,1,3,4,2,2,0,2,7,1
2317,1,1,2,1,6,1,2,65,3,10,0,1,2,1,1,1,0,1,1,1,19,2
2319,5,2,1,1,6,1,5,64,1,13,13,4,0,1,1,1,0,1,1,1,14,2
2324,7,4,0,1,99,1,4,20,6,9,9,1,0,5,1,1,0,1,1,1,17,2
2327,6,3,0,1,99,1,1,62,1,9,9,5,2,1,1,1,0,1,0,3,19,1
2332,2,4,0,1,4,1,5,32,1,13,13,1,2,1,1,1,0,1,1,2,13,2
2338,2,1,2,1,6,1,7,66,1,13,10,5,0,1,1,1,0,1,1,3,18,2
2347,7,1,4,1,3,1,4,39,1,13,13,1,3,1,1,1,0,1,1,2,21,2
2350,3,3,0,1,4,1,4,53,1,11,10,1,3,1,1,1,0,1,1,2,26,1
2355,7,1,0,1,99,1,2,63,1,9,4,6,1,1,1,1,0,2,1,1,1,2
2361,1,1,0,1,2,1,5,37,1,14,16,1,0,2,1,1,0,1,1,2,24,1
2363,2,1,0,1,5,2,7,63,4,9,0,1,3,1,3,0,0,1,0,2,15,1
2365,3,4,0,1,99,1,4,28,6,14,0,1,3,1,1,1,0,1,1,4,24,1
2366,2,3,0,1,4,1,1,55,1,11,9,1,2,1,1,1,0,1,1,2,21,2
2377,6,2,0,2,5,1,4,73,3,13,0,1,3,1,1,1,0,1,1,2,0,2
2384,3,2,2,1,99,2,4,66,5,13,0,5,4,1,1,1,0,1,1,3,23,2
2387,7,1,0,1,6,1,2,33,1,13,8,1,2,5,2,1,0,1,1,2,21,2
2388,1,3,4,1,4,1,5,32,1,12,13,1,0,1,1,1,0,1,1,2,23,2
2389,4,4,4,2,99,2,8,32,6,10,0,7,0,2,3,1,0,1,1,1,1,1
2390,7,3,2,1,99,1,2,35,1,9,13,1,2,5,2,1,0,1,1,2,23,2
2395,3,1,0,1,99,1,2,74,1,6,11,7,1,1,1,1,0,1,2,4,1,2
2399,3,1,4,1,6,2,5,38,1,13,15,2,4,1,1,1,0,1,1,2,28,2
2401,4,1,2,1,6,1,7,46,4,10,9,1,0,1,1,1,0,1,1,1,18,2
2404,2,1,1,1,99,1,0,58,4,0,0,0,0,0,1,1,0,2,2,1,0,1
2406,5,3,0,1,5,1,1,23,6,10,0,1,0,1,1,1,0,1,1,4,6,2
2413,5,1,1,1,99,1,5,56,1,13,10,1,0,1,1,1,0,1,1,2,23,2
2420,3,4,0,1,5,2,2,32,1,12,13,1,3,3,3,4,4,1,1,2,25,2
2427,1,4,4,1,5,2,4,46,1,9,12,1,2,1,1,1,0,1,0,2,17,1
2433,3,4,1,1,99,1,1,79,1,9,4,5,3,1,1,1,0,1,2,3,9,2
2436,4,4,2,1,4,2,8,47,4,9,0,1,2,5,1,1,0,1,1,1,17,2
2437,4,4,0,1,99,1,5,25,2,11,7,1,2,1,1,1,0,1,1,2,21,2
2441,2,1,2,1,6,1,4,63,4,11,9,6,3,5,1,1,0,1,0,3,13,2
2445,7,1,0,1,2,1,1,41,1,15,13,1,3,1,1,1,0,1,1,1,27,1
2447,7,1,0,1,3,1,1,78,3,13,0,5,0,1,2,1,0,1,2,2,11,1
2448,7,1,4,1,6,1,2,81,4,9,0,5,3,1,1,1,0,1,2,3,11,2
2468,4,3,1,2,99,2,8,38,1,13,13,1,0,4,1,1,0,1,1,1,13,1
13,6,3,1,1,99,1,5,51,1,11,10,1,0,1,1,1,0,1,1,2,22,1
50,5,2,0,1,99,1,4,52,3,11,0,1,0,5,3,2,0,2,1,1,3,1
72,5,4,2,1,6,1,1,90,1,10,9,5,3,1,1,1,0,1,0,3,11,2
233,6,2,2,1,4,1,2,62,1,15,13,1,3,6,1,1,0,1,1,0,0,2
378,7,4,0,1,6,1,2,82,1,9,13,5,0,1,1,1,0,1,2,3,23,2
386,5,1,2,1,6,1,1,55,1,10,13,1,3,1,1,1,0,1,1,2,25,2
427,4,1,2,1,4,1,1,62,1,11,10,1,2,1,1,1,0,1,1,2,22,2
466,5,1,0,1,6,1,1,65,1,13,12,5,2,1,1,1,0,1,1,2,21,2
499,2,1,0,1,99,1,1,68,1,11,11,5,0,1,1,1,0,1,1,3,7,2
501,4,3,0,2,4,1,0,45,1,12,10,1,3,1,1,1,0,1,1,2,11,2
514,3,3,4,1,2,2,1,41,1,16,10,1,3,1,1,1,0,1,1,2,25,1
529,2,4,4,1,99,1,4,42,1,14,14,1,3,1,1,1,0,1,1,2,26,2
566,2,3,2,1,5,1,5,75,1,13,13,5,2,1,1,1,0,1,1,2,23,1
610,7,3,0,1,5,1,4,58,4,13,10,1,3,1,1,1,0,1,1,2,26,2
655,4,3,1,1,4,1,2,53,6,12,0,1,1,2,1,1,0,2,1,3,11,1
716,1,3,0,1,5,2,5,53,1,14,13,5,4,1,2,1,0,1,1,2,0,2
776,1,3,2,1,4,1,2,45,1,11,10,1,0,1,1,1,0,1,1,2,23,2
786,5,2,2,1,6,2,8,60,1,9,13,7,0,1,3,4,1,1,1,2,26,2
834,5,3,0,1,99,1,2,27,1,9,13,1,1,1,1,1,0,1,1,2,21,2
846,4,3,4,1,99,1,1,0,1,11,11,1,2,3,3,4,2,1,1,3,21,2
870,4,2,0,1,5,2,1,37,1,13,13,1,0,1,1,1,0,1,1,2,28,2
895,3,3,0,1,4,2,8,26,6,9,0,1,2,1,1,1,0,1,1,1,7,1
901,3,4,1,2,3,1,8,57,3,7,0,7,1,4,0,1,0,2,0,4,0,1
919,6,2,2,1,5,1,4,43,1,14,12,1,3,1,1,1,0,1,1,2,26,2
996,2,1,0,1,7,1,2,39,1,14,13,1,3,1,1,1,0,1,1,2,21,2
1030,2,4,0,1,6,1,2,28,1,13,13,1,3,1,1,1,0,1,1,1,22,2
1055,2,2,0,1,4,1,4,64,1,13,10,7,0,1,1,1,0,1,2,2,28,1
1058,5,2,2,1,6,1,2,81,3,11,0,5,3,1,1,1,0,1,2,3,11,2
1108,2,3,2,1,6,1,5,32,1,10,9,1,2,1,1,1,0,1,1,4,23,2
1150,6,4,1,1,4,1,2,38,1,14,13,1,0,1,1,1,0,1,1,2,24,2
1443,5,3,0,1,6,1,1,52,4,13,0,1,0,1,1,1,0,1,1,1,18,2
1503,3,1,2,1,7,1,5,44,4,14,0,1,3,1,1,1,0,1,1,1,13,2
1557,2,3,0,1,4,1,5,72,4,11,0,5,3,1,1,1,0,1,1,2,12,2
1574,3,2,0,1,5,1,1,22,6,12,0,8,0,1,1,1,0,1,1,4,26,2
1576,5,1,1,1,4,1,8,76,1,13,9,1,3,1,1,1,0,1,1,2,26,2
1610,5,1,0,1,4,1,0,0,0,13,0,5,2,1,1,1,0,0,0,0,0,2
1737,3,3,2,1,7,1,2,29,1,13,14,1,3,1,1,1,0,1,1,2,25,2
1818,7,3,0,1,6,1,1,70,1,10,9,5,0,1,1,1,0,1,0,2,22,2
1884,1,1,2,1,6,2,4,61,5,9,0,7,0,6,3,4,2,1,1,2,9,2
1972,7,3,0,1,7,1,2,28,1,13,13,7,3,1,1,1,0,1,1,1,11,2
2108,4,3,1,1,4,2,4,68,1,13,3,5,3,3,3,4,3,1,2,3,13,1
2113,3,2,2,1,6,1,2,41,1,12,12,1,3,1,1,1,0,2,1,2,20,2
2251,2,1,0,1,2,1,2,65,4,10,0,5,0,2,1,1,0,1,1,3,10,1
2455,6,3,2,1,5,1,1,59,1,14,9,1,3,1,1,1,0,1,1,2,22,2
4,4,4,1,1,99,1,4,90,3,8,0,5,0,5,1,1,0,1,1,4,18,1
123,4,2,0,1,7,1,6,27,6,11,0,8,2,1,1,1,0,1,1,1,18,2
218,4,2,0,1,2,1,4,59,1,13,13,1,3,1,1,1,0,1,1,3,20,1
559,4,3,1,1,99,1,1,30,5,10,0,7,1,1,1,1,0,2,2,1,5,2
581,1,2,0,1,6,1,1,68,4,9,0,1,1,1,1,1,0,1,1,1,11,2
683,5,0,4,2,99,1,8,39,1,9,7,7,3,1,1,1,0,2,1,1,1,2
793,1,3,0,1,6,1,5,55,1,14,15,1,0,1,1,1,0,1,1,3,27,2
814,1,3,0,1,6,1,5,0,0,13,13,1,0,1,1,1,0,1,0,2,0,2
956,1,4,2,1,4,1,2,81,1,7,10,5,3,1,2,1,0,1,0,2,1,2
973,1,1,0,1,99,2,1,40,1,12,13,1,3,5,1,1,0,1,1,2,23,1
986,6,2,2,1,4,2,8,43,1,13,14,1,0,1,1,1,0,1,1,2,21,1
1136,7,2,4,1,5,1,7,0,1,10,12,1,3,1,1,1,0,1,1,2,22,2
1189,3,1,1,1,1,2,8,47,4,10,10,1,0,1,1,1,0,1,1,2,14,1
1220,6,2,0,1,4,2,5,54,6,13,0,1,2,1,1,1,0,2,0,3,13,1
1260,3,2,2,1,6,2,1,35,1,10,10,1,2,1,1,1,0,1,1,2,12,2
1276,7,2,0,1,4,1,1,48,5,11,11,1,0,1,1,1,0,1,1,2,16,1
1444,1,2,1,1,99,2,8,21,1,9,9,8,0,1,1,1,0,1,0,1,1,1
1570,2,3,2,2,6,1,5,42,4,14,0,1,3,1,1,1,0,1,1,2,1,2
